,ROWID,TIMESTAMP,ANONYMIZED_VEHICLE_NUMBER,VEHICLE_TYPE,NUMBER_OF_AXLES,TOLLPLAZA_ID,TOLLPLAZA CODE,TYPE_OF_PAYMENT_CODE,VEHICLE_CODE
8872,8873,Sat Jul 31 21:10:34 2021,2582272,CAR,2,4208,PC1E49F6B,PTP,VC965
8873,8874,Sun Aug  1 18:38:32 2021,3947903,CAR,2,4695,PC4A5D62F,PTP,VC965
8874,8875,Tue Aug 10 09:54:20 2021,863123,TRUCK,4,4357,PC434FA62,PTC,VCB43
8875,8876,Wed Aug  4 01:53:13 2021,60271,CAR,2,4483,PC7F7FFF0,PTC,VC965
8876,8877,Mon Aug 16 22:44:13 2021,1291788,TRUCK,4,4756,PC8AEC6E8,PTE,VCB43
8877,8878,Thu Aug 12 04:33:53 2021,7756178,CAR,2,4313,PC6D0FC31,PTP,VC965
8878,8879,Thu Aug 19 06:31:25 2021,3000212,VAN,2,4862,PC3BDDA71,PTP,VCD2F
8879,8880,Sat Aug  7 13:41:59 2021,125351,CAR,2,4497,PC76FDDEA,PTC,VC965
8880,8881,Thu Aug  5 16:42:07 2021,4856689,TRUCK,4,4175,PC08EA270,PTC,VCB43
8881,8882,Mon Aug  2 09:15:16 2021,9462266,TRUCK,4,4997,PC8111910,PTE,VCB43
8882,8883,Fri Jul 30 12:19:59 2021,9560595,CAR,2,4674,PC795E7B9,PTE,VC965
8883,8884,Tue Aug  3 21:22:32 2021,2987435,CAR,2,4287,PC421D5F3,PTE,VC965
8884,8885,Thu Aug 12 10:50:05 2021,6340891,CAR,2,4109,PC7057B6A,PTP,VC965
8885,8886,Sun Aug  8 01:07:59 2021,1286742,TRUCK,4,4853,PC214FB8E,PTE,VCB43
8886,8887,Sun Aug 15 10:17:37 2021,9539930,CAR,2,4440,PCBE1B45D,PTE,VC965
8887,8888,Wed Aug 11 04:32:48 2021,4873235,TRUCK,4,4153,PC88C655C,PTP,VCB43
8888,8889,Thu Aug 19 09:41:26 2021,8409197,CAR,2,4722,PC035B71E,PTE,VC965
8889,8890,Thu Aug 12 21:21:59 2021,5320988,TRUCK,4,4434,PCA491459,PTE,VCB43
8890,8891,Sat Aug  7 17:34:11 2021,908405,CAR,2,4488,PC19D06B0,PTP,VC965
8891,8892,Fri Jul 30 08:17:33 2021,4169052,CAR,2,4853,PC214FB8E,PTC,VC965
8892,8893,Fri Aug  6 11:17:06 2021,3459114,VAN,2,4302,PCBA83119,PTE,VCD2F
8893,8894,Tue Aug  3 04:21:59 2021,1337726,CAR,2,4737,PCED7EAFE,PTE,VC965
8894,8895,Fri Jul 30 06:22:13 2021,7615695,CAR,2,4850,PC4061987,PTE,VC965
8895,8896,Mon Aug  9 23:55:24 2021,8237812,CAR,2,4607,PC0885606,PTC,VC965
8896,8897,Sat Aug  7 19:29:55 2021,9668474,VAN,2,4649,PCC3608EC,PTP,VCD2F
8897,8898,Mon Aug  2 07:12:35 2021,5062028,CAR,2,4921,PCA70760B,PTE,VC965
8898,8899,Sun Aug  1 13:06:40 2021,3347618,TRUCK,4,4407,PC7FEC2CE,PTP,VCB43
8899,8900,Thu Aug  5 17:26:18 2021,7008963,CAR,2,4673,PC66E7418,PTP,VC965
8900,8901,Mon Aug 16 04:47:45 2021,4528780,CAR,2,4750,PCD987A9D,PTC,VC965
8901,8902,Wed Aug 11 22:07:29 2021,9683525,VAN,2,4118,PCC1A733C,PTP,VCD2F
8902,8903,Sun Aug  8 21:29:09 2021,8586002,VAN,2,4482,PCB6A16D7,PTP,VCD2F
8903,8904,Thu Jul 29 12:37:43 2021,3011625,CAR,2,4425,PC41B834E,PTE,VC965
8904,8905,Tue Aug 10 17:28:12 2021,599917,CAR,2,4495,PC210A754,PTP,VC965
8905,8906,Thu Aug 12 07:09:03 2021,1164184,CAR,2,4942,PCD51A740,PTP,VC965
8906,8907,Fri Jul 30 06:24:33 2021,5057604,CAR,2,4285,PCB524A9F,PTP,VC965
8907,8908,Mon Aug 16 11:26:05 2021,2167812,CAR,2,5003,PCAC9371E,PTP,VC965
8908,8909,Mon Aug 16 01:21:17 2021,2725774,VAN,2,4773,PCE62BBA9,PTP,VCD2F
8909,8910,Sun Aug  1 08:29:23 2021,8412229,CAR,2,4612,PC871C1FC,PTP,VC965
8910,8911,Fri Aug 20 18:26:44 2021,1001727,CAR,2,4141,PC13CB69B,PTE,VC965
8911,8912,Wed Aug 18 04:16:00 2021,4529136,CAR,2,4880,PC5A27CDE,PTP,VC965
8912,8913,Tue Aug 17 22:51:28 2021,9544757,CAR,2,4661,PC1585DF2,PTC,VC965
8913,8914,Mon Aug  9 05:13:41 2021,8933341,CAR,2,4391,PCCFD9AB6,PTE,VC965
8914,8915,Thu Aug  5 12:35:37 2021,5116067,TRUCK,4,4813,PCACF7982,PTE,VCB43
8915,8916,Wed Aug  4 05:40:18 2021,9558728,CAR,2,4725,PCB905D54,PTC,VC965
8916,8917,Mon Aug  2 09:39:37 2021,1328045,TRUCK,4,4854,PCB6F1968,PTE,VCB43
8917,8918,Mon Aug  2 22:42:05 2021,5065267,CAR,2,4590,PC912F5CB,PTE,VC965
8918,8919,Mon Aug  2 13:44:38 2021,7713955,CAR,2,4661,PC1585DF2,PTC,VC965
8919,8920,Wed Aug 11 17:14:24 2021,1697477,CAR,2,4488,PC19D06B0,PTE,VC965
8920,8921,Sun Aug 15 12:41:34 2021,4615223,CAR,2,4127,PCA2D76A5,PTP,VC965
8921,8922,Wed Aug 18 11:12:53 2021,4240599,CAR,2,4947,PCE4A44BE,PTC,VC965
8922,8923,Sat Aug  7 01:50:21 2021,4847593,CAR,2,4412,PC821BC98,PTP,VC965
8923,8924,Sat Aug 14 18:23:28 2021,9849271,CAR,2,4863,PCA8F9E50,PTC,VC965
8924,8925,Sun Aug 22 04:42:45 2021,8815758,CAR,2,4757,PC126524C,PTC,VC965
8925,8926,Wed Aug 11 01:43:28 2021,1514401,CAR,2,4737,PCED7EAFE,PTC,VC965
8926,8927,Mon Aug 16 23:57:42 2021,8747304,TRUCK,4,4025,PC5ABB8E4,PTE,VCB43
8927,8928,Sat Aug 14 09:54:49 2021,6782114,VAN,2,4698,PC8BCEB19,PTC,VCD2F
8928,8929,Sun Aug 15 20:00:09 2021,1408902,VAN,2,4122,PC8ED616E,PTE,VCD2F
8929,8930,Sun Aug  1 18:52:35 2021,3485637,CAR,2,4320,PC40C93B0,PTP,VC965
8930,8931,Sat Aug 21 02:39:37 2021,925055,CAR,2,4167,PC8453073,PTP,VC965
8931,8932,Sun Aug 22 08:03:27 2021,5577792,CAR,2,4619,PC2EFBBE0,PTC,VC965
8932,8933,Thu Aug 19 06:27:08 2021,1206278,TRUCK,4,4206,PCAC34A40,PTP,VCB43
8933,8934,Wed Aug 18 19:02:15 2021,6850011,TRUCK,4,4386,PC948D5B2,PTP,VCB43
8934,8935,Sat Jul 31 06:31:52 2021,8615614,VAN,2,4447,PC6B030C6,PTC,VCD2F
8935,8936,Tue Aug 17 04:23:47 2021,5379073,TRUCK,4,4001,PC58105BF,PTP,VCB43
8936,8937,Sun Aug  8 20:48:03 2021,2607070,VAN,2,4118,PCC1A733C,PTE,VCD2F
8937,8938,Wed Aug 18 10:10:17 2021,1175767,TRUCK,4,4349,PC5AB6779,PTP,VCB43
8938,8939,Sat Aug 14 06:44:14 2021,2547228,CAR,2,4174,PC041D874,PTC,VC965
8939,8940,Tue Aug 17 18:35:00 2021,932487,CAR,2,4199,PC7CCC47B,PTE,VC965
8940,8941,Tue Aug  3 01:09:25 2021,1155817,TRUCK,4,4235,PCFB11406,PTE,VCB43
8941,8942,Sat Aug  7 13:11:25 2021,2794083,TRUCK,4,4811,PCBF83C7A,PTE,VCB43
8942,8943,Thu Aug  5 21:31:27 2021,3697527,CAR,2,4742,PC05B8749,PTP,VC965
8943,8944,Mon Aug  2 06:22:10 2021,7239353,CAR,2,4936,PC7157CF3,PTE,VC965
8944,8945,Thu Aug 12 02:14:24 2021,8250011,TRUCK,4,4124,PC3338D42,PTE,VCB43
8945,8946,Sun Aug  8 14:22:17 2021,3916305,CAR,2,5003,PCAC9371E,PTE,VC965
8946,8947,Wed Aug 11 01:19:30 2021,564172,VAN,2,4622,PCF31BD97,PTP,VCD2F
8947,8948,Sun Aug  8 22:46:53 2021,2689477,CAR,2,4442,PC05C2F86,PTC,VC965
8948,8949,Sun Aug 22 07:12:02 2021,9792003,CAR,2,4378,PC074E6A8,PTP,VC965
8949,8950,Tue Aug  3 06:52:39 2021,258071,CAR,2,4497,PC76FDDEA,PTC,VC965
8950,8951,Tue Aug 10 11:55:19 2021,2790457,TRUCK,4,4409,PC44E2F09,PTC,VCB43
8951,8952,Fri Aug 20 21:24:17 2021,2729023,CAR,2,4363,PC62E1338,PTC,VC965
8952,8953,Sat Aug  7 17:19:11 2021,5898003,CAR,2,4571,PC2308E9E,PTC,VC965
8953,8954,Tue Aug  3 03:03:22 2021,2178014,TRUCK,4,4360,PC084F676,PTP,VCB43
8954,8955,Sun Aug 22 04:01:12 2021,5062113,VAN,2,4587,PC576A3BA,PTC,VCD2F
8955,8956,Sat Jul 31 15:36:04 2021,2580172,TRUCK,4,4827,PC7D68CD9,PTC,VCB43
8956,8957,Sat Aug 21 07:21:54 2021,3949285,CAR,2,4326,PC356AE8F,PTC,VC965
8957,8958,Sat Aug 14 19:56:08 2021,9236087,TRUCK,4,4834,PCB228987,PTP,VCB43
8958,8959,Wed Aug 18 08:34:14 2021,7587380,CAR,2,5004,PC2111CF9,PTC,VC965
8959,8960,Sat Aug 14 02:28:50 2021,4308676,CAR,2,4206,PCAC34A40,PTE,VC965
8960,8961,Thu Aug  5 03:43:09 2021,5532156,TRUCK,4,4216,PC53B475D,PTE,VCB43
8961,8962,Thu Aug  5 07:33:21 2021,7330341,CAR,2,4641,PCAA9F518,PTE,VC965
8962,8963,Wed Aug 11 09:49:16 2021,3121168,TRUCK,4,4062,PCDA37101,PTE,VCB43
8963,8964,Thu Aug 19 05:24:40 2021,9647786,CAR,2,4176,PC11E9595,PTP,VC965
8964,8965,Sat Aug  7 23:16:05 2021,680794,CAR,2,4887,PC81776BA,PTE,VC965
8965,8966,Sun Aug 15 21:35:00 2021,4366300,TRUCK,4,4985,PCCA71D2C,PTC,VCB43
8966,8967,Tue Aug  3 21:40:07 2021,949034,CAR,2,4859,PC685B3B1,PTC,VC965
8967,8968,Tue Aug 10 20:18:17 2021,6586253,CAR,2,4976,PC5149039,PTC,VC965
8968,8969,Sun Aug 22 04:12:56 2021,1602839,CAR,2,4626,PC93E7766,PTC,VC965
8969,8970,Sun Aug  1 13:12:50 2021,6103034,CAR,2,4165,PC0D2B95C,PTP,VC965
8970,8971,Sun Aug 15 21:21:22 2021,9946567,CAR,2,4060,PC481C9F9,PTE,VC965
8971,8972,Sun Aug 22 07:34:00 2021,324386,TRUCK,4,4426,PCC0E943C,PTC,VCB43
8972,8973,Wed Aug  4 19:38:25 2021,3050632,CAR,2,4042,PC5D4DE09,PTC,VC965
8973,8974,Sat Aug  7 20:12:39 2021,5812437,CAR,2,4060,PC481C9F9,PTC,VC965
8974,8975,Sun Aug  1 18:23:49 2021,5139631,CAR,2,4289,PCF621E92,PTC,VC965
8975,8976,Sun Aug 22 17:36:02 2021,7120039,TRUCK,4,4483,PC7F7FFF0,PTP,VCB43
8976,8977,Wed Aug  4 00:33:56 2021,359800,TRUCK,4,4132,PC8E2A7E0,PTP,VCB43
8977,8978,Sun Aug 15 00:29:25 2021,2435887,TRUCK,4,4693,PCB4CDDA5,PTE,VCB43
8978,8979,Sun Aug  1 12:48:23 2021,8106302,CAR,2,4227,PCD8346A6,PTP,VC965
8979,8980,Tue Aug 17 17:16:42 2021,5922566,CAR,2,4725,PCB905D54,PTC,VC965
8980,8981,Thu Aug 19 16:35:11 2021,2194584,TRUCK,4,4017,PCC090C3A,PTC,VCB43
8981,8982,Mon Aug  2 13:36:59 2021,6116447,CAR,2,5007,PC869BDE8,PTE,VC965
8982,8983,Wed Aug  4 15:31:05 2021,6816805,CAR,2,4387,PCE2B9376,PTE,VC965
8983,8984,Wed Aug  4 15:00:53 2021,8129333,CAR,2,4183,PCF5E7754,PTP,VC965
8984,8985,Wed Aug 18 22:59:27 2021,7337024,CAR,2,4128,PCC0E7E2A,PTE,VC965
8985,8986,Fri Aug  6 16:28:25 2021,2532142,TRUCK,4,4764,PCF6B0D12,PTE,VCB43
8986,8987,Sun Aug 22 09:56:31 2021,3069061,CAR,2,4419,PC99BB7A3,PTC,VC965
8987,8988,Mon Aug  9 20:33:10 2021,5362342,CAR,2,4779,PCC8FE9C6,PTP,VC965
8988,8989,Mon Aug  2 10:18:12 2021,2361545,TRUCK,4,4795,PC7EE2DCF,PTE,VCB43
8989,8990,Wed Aug 18 11:39:42 2021,9331722,VAN,2,4939,PCF263A5E,PTP,VCD2F
8990,8991,Sat Jul 31 19:35:10 2021,9362339,CAR,2,4318,PCAD89FE3,PTP,VC965
8991,8992,Fri Aug  6 04:35:50 2021,1649267,TRUCK,4,4410,PC6EFC03B,PTC,VCB43
8992,8993,Fri Aug 13 12:23:04 2021,5311509,CAR,2,4190,PCDFC1E11,PTC,VC965
8993,8994,Mon Aug 16 07:11:11 2021,6521616,CAR,2,4372,PC1E0F3B6,PTC,VC965
8994,8995,Sat Aug 14 09:27:53 2021,2830399,TRUCK,4,4465,PCA227C6B,PTE,VCB43
8995,8996,Fri Aug 13 15:53:00 2021,4869162,CAR,2,4993,PC0F0AB4E,PTC,VC965
8996,8997,Thu Aug 12 14:12:00 2021,1001647,TRUCK,4,4242,PCECC4DE2,PTC,VCB43
8997,8998,Sun Aug 22 02:05:47 2021,9454756,CAR,2,4425,PC41B834E,PTE,VC965
8998,8999,Thu Aug 19 18:35:21 2021,9697668,TRUCK,4,4868,PC647292C,PTP,VCB43
8999,9000,Mon Aug 16 16:20:19 2021,1228229,CAR,2,4641,PCAA9F518,PTE,VC965
9000,9001,Sat Aug 14 08:14:54 2021,7746438,CAR,2,4630,PCA26D872,PTP,VC965
9001,9002,Tue Aug 10 14:20:10 2021,9547035,TRUCK,4,4855,PC03C5C15,PTP,VCB43
9002,9003,Thu Aug  5 01:20:24 2021,8812006,VAN,2,4656,PC63844BC,PTE,VCD2F
9003,9004,Fri Aug 13 10:03:49 2021,172170,CAR,2,4267,PCE51C5C7,PTE,VC965
9004,9005,Sat Aug 21 03:17:43 2021,1741263,CAR,2,4869,PCF775FA6,PTC,VC965
9005,9006,Mon Aug  2 19:14:53 2021,7278752,CAR,2,4553,PC1D57D7F,PTC,VC965
9006,9007,Tue Aug 10 02:46:34 2021,6943706,CAR,2,4448,PC19F3DBB,PTE,VC965
9007,9008,Thu Aug 19 13:00:44 2021,9187661,VAN,2,4282,PCCE002E5,PTE,VCD2F
9008,9009,Thu Aug  5 22:21:17 2021,5203172,CAR,2,4752,PC99A4177,PTC,VC965
9009,9010,Sun Aug  1 11:48:54 2021,6730434,CAR,2,4713,PCD4A1214,PTP,VC965
9010,9011,Thu Aug 19 20:09:32 2021,7152499,TRUCK,4,4573,PC4D8469D,PTC,VCB43
9011,9012,Thu Aug 12 12:03:41 2021,3318014,CAR,2,4909,PCDED6F20,PTC,VC965
9012,9013,Sat Aug  7 10:06:19 2021,1009837,CAR,2,4821,PC67D349A,PTC,VC965
9013,9014,Sat Aug 21 07:12:27 2021,2995268,CAR,2,4108,PC7C55512,PTP,VC965
9014,9015,Wed Aug  4 12:12:09 2021,8886584,TRUCK,4,4669,PC36675CE,PTC,VCB43
9015,9016,Mon Aug  9 19:46:14 2021,4250505,CAR,2,4736,PC6A65941,PTP,VC965
9016,9017,Wed Aug  4 14:23:37 2021,4622788,CAR,2,4417,PC208F9BB,PTC,VC965
9017,9018,Thu Aug  5 22:32:23 2021,9547103,CAR,2,4312,PC8D40B22,PTC,VC965
9018,9019,Wed Aug  4 01:08:49 2021,4964657,CAR,2,4666,PCE8CBA37,PTP,VC965
9019,9020,Sun Aug  8 14:40:11 2021,3313968,TRUCK,4,5009,PC70886EC,PTP,VCB43
9020,9021,Mon Aug  9 14:10:02 2021,1877380,CAR,2,4604,PC0553E32,PTE,VC965
9021,9022,Sun Aug  1 09:02:18 2021,8941659,VAN,2,4798,PC17F8052,PTC,VCD2F
9022,9023,Thu Aug  5 14:13:08 2021,1192347,TRUCK,4,4139,PC924C594,PTP,VCB43
9023,9024,Mon Aug  2 12:27:39 2021,2867913,CAR,2,4605,PCEB27C63,PTP,VC965
9024,9025,Mon Aug  2 06:27:48 2021,107470,CAR,2,4071,PCDBBCB68,PTE,VC965
9025,9026,Fri Aug  6 17:43:27 2021,97385,CAR,2,4925,PCE5E04A2,PTC,VC965
9026,9027,Mon Aug 16 21:45:37 2021,127032,CAR,2,4610,PCA4D3E9B,PTP,VC965
9027,9028,Thu Aug  5 23:02:12 2021,5637348,CAR,2,4157,PC7305E43,PTE,VC965
9028,9029,Mon Aug  9 04:33:25 2021,157827,CAR,2,4537,PC10C700F,PTP,VC965
9029,9030,Thu Aug 12 06:16:27 2021,3200527,TRUCK,4,4911,PCBEF8EE1,PTC,VCB43
9030,9031,Fri Jul 30 23:41:32 2021,2625803,CAR,2,4092,PC40C2E00,PTP,VC965
9031,9032,Mon Aug  2 02:10:19 2021,8134972,CAR,2,4957,PC8DFFE65,PTC,VC965
9032,9033,Thu Aug 19 07:49:33 2021,3288819,TRUCK,4,4803,PC2BBEEDC,PTC,VCB43
9033,9034,Mon Aug 16 20:23:39 2021,3666863,CAR,2,4122,PC8ED616E,PTC,VC965
9034,9035,Tue Aug 17 20:48:05 2021,4121795,CAR,2,4272,PC09BDC08,PTC,VC965
9035,9036,Tue Aug 17 02:49:37 2021,4570551,CAR,2,4395,PC6F25DF0,PTE,VC965
9036,9037,Wed Aug 18 08:27:04 2021,8023175,VAN,2,4041,PCB566359,PTC,VCD2F
9037,9038,Mon Aug  2 19:54:57 2021,237587,CAR,2,4753,PC6AA246E,PTE,VC965
9038,9039,Mon Aug  9 19:39:42 2021,2599331,TRUCK,4,4497,PC76FDDEA,PTC,VCB43
9039,9040,Sun Aug 15 20:52:46 2021,8180913,CAR,2,4121,PCEC57A8E,PTE,VC965
9040,9041,Mon Aug  2 00:40:22 2021,1607392,TRUCK,4,4722,PC035B71E,PTP,VCB43
9041,9042,Fri Aug  6 10:03:45 2021,6421659,TRUCK,4,4602,PC0D3474E,PTC,VCB43
9042,9043,Sat Aug  7 14:35:11 2021,1263376,CAR,2,4913,PC685427C,PTC,VC965
9043,9044,Sat Aug 21 15:54:45 2021,9992955,CAR,2,4316,PC6D531E1,PTC,VC965
9044,9045,Fri Aug 20 21:41:14 2021,8633945,CAR,2,4204,PC5881E06,PTE,VC965
9045,9046,Sat Jul 31 04:25:46 2021,7964288,CAR,2,4453,PC5EC8DF5,PTP,VC965
9046,9047,Tue Aug 17 17:37:18 2021,7545050,TRUCK,4,4686,PCD6E5E77,PTE,VCB43
9047,9048,Sat Jul 31 15:27:56 2021,55540,CAR,2,4981,PC6B14C5D,PTC,VC965
9048,9049,Sun Aug 15 05:54:53 2021,48146,CAR,2,4230,PC19CE0DB,PTP,VC965
9049,9050,Mon Aug  9 03:42:29 2021,7508367,CAR,2,4594,PC59414DA,PTP,VC965
9050,9051,Wed Aug 11 00:21:56 2021,6529680,CAR,2,4856,PC7C042B7,PTE,VC965
9051,9052,Sun Aug  1 11:31:37 2021,3284589,CAR,2,4434,PCA491459,PTP,VC965
9052,9053,Fri Aug 20 19:50:27 2021,1541415,CAR,2,4441,PC472C08E,PTC,VC965
9053,9054,Sun Aug 22 10:17:33 2021,8439347,CAR,2,4623,PCAA67227,PTP,VC965
9054,9055,Thu Aug  5 16:09:14 2021,6739053,TRUCK,4,4208,PC1E49F6B,PTC,VCB43
9055,9056,Fri Jul 30 11:45:56 2021,8846875,CAR,2,4172,PC1A43FB7,PTC,VC965
9056,9057,Sun Aug  8 17:13:29 2021,8799156,CAR,2,4696,PC35509AB,PTE,VC965
9057,9058,Tue Aug 10 00:42:51 2021,6953999,CAR,2,4517,PC9AF321D,PTC,VC965
9058,9059,Thu Aug 19 08:29:01 2021,8903100,CAR,2,4143,PC5F47DCF,PTE,VC965
9059,9060,Thu Aug 12 01:39:05 2021,9954289,TRUCK,4,4308,PC94E7A96,PTE,VCB43
9060,9061,Sat Aug 14 20:32:48 2021,8733129,VAN,2,4231,PC016D687,PTE,VCD2F
9061,9062,Tue Aug 17 20:41:57 2021,6894919,CAR,2,4255,PCB7E7138,PTE,VC965
9062,9063,Sat Aug 14 04:57:53 2021,4146800,CAR,2,4115,PCF5D4B0A,PTP,VC965
9063,9064,Tue Aug 10 05:09:40 2021,4045049,TRUCK,4,4172,PC1A43FB7,PTE,VCB43
9064,9065,Tue Aug 17 19:01:11 2021,2389357,CAR,2,4870,PC65485BB,PTP,VC965
9065,9066,Thu Aug 19 05:12:42 2021,6836618,CAR,2,4878,PC08F56A1,PTP,VC965
9066,9067,Thu Aug 12 07:56:44 2021,7547863,TRUCK,4,4187,PCF8D98DC,PTP,VCB43
9067,9068,Mon Aug  2 16:29:39 2021,4867045,CAR,2,4539,PC684859B,PTP,VC965
9068,9069,Tue Aug  3 08:53:43 2021,4379657,TRUCK,4,4586,PC4A40D50,PTE,VCB43
9069,9070,Tue Aug 17 02:41:57 2021,1635259,TRUCK,4,4455,PC15C75C0,PTP,VCB43
9070,9071,Mon Aug  2 11:45:37 2021,7920768,VAN,2,4992,PCFF0FEB0,PTP,VCD2F
9071,9072,Thu Aug 19 08:49:39 2021,2946473,CAR,2,4920,PC42A3AB0,PTC,VC965
9072,9073,Fri Aug 20 22:42:45 2021,2038375,TRUCK,4,4316,PC6D531E1,PTE,VCB43
9073,9074,Wed Aug  4 00:27:43 2021,509844,TRUCK,4,4498,PCA770E5A,PTE,VCB43
9074,9075,Fri Aug  6 03:28:13 2021,6431234,CAR,2,4951,PCE9CE23F,PTE,VC965
9075,9076,Mon Aug  2 04:31:51 2021,2843945,CAR,2,4035,PC1B1D964,PTE,VC965
9076,9077,Tue Aug 10 20:09:55 2021,5422658,CAR,2,4777,PCB1132AC,PTP,VC965
9077,9078,Tue Aug 17 06:43:18 2021,8534341,VAN,2,4833,PC71A1452,PTC,VCD2F
9078,9079,Sat Aug 14 21:18:00 2021,2532637,VAN,2,4709,PCC8C7059,PTC,VCD2F
9079,9080,Sun Aug  8 17:55:13 2021,5083511,TRUCK,4,4266,PC39B17A9,PTC,VCB43
9080,9081,Fri Aug 20 02:11:51 2021,9174196,VAN,2,4080,PCBE7E15B,PTC,VCD2F
9081,9082,Fri Aug 13 07:37:14 2021,528538,VAN,2,4121,PCEC57A8E,PTC,VCD2F
9082,9083,Fri Aug  6 04:58:31 2021,2205730,TRUCK,4,4177,PC9194382,PTP,VCB43
9083,9084,Sat Aug 21 12:26:48 2021,2534532,CAR,2,4454,PC94C0945,PTC,VC965
9084,9085,Tue Aug  3 10:07:48 2021,8642724,CAR,2,4539,PC684859B,PTP,VC965
9085,9086,Thu Aug 19 21:41:59 2021,6937226,CAR,2,4953,PC1E2B07E,PTP,VC965
9086,9087,Fri Jul 30 21:30:30 2021,4365518,CAR,2,4634,PCC72D8B8,PTE,VC965
9087,9088,Tue Aug  3 14:02:47 2021,5222960,TRUCK,4,4396,PCA00BC1C,PTP,VCB43
9088,9089,Fri Aug  6 00:38:05 2021,5894781,CAR,2,4945,PC95BD14B,PTC,VC965
9089,9090,Sun Aug  1 12:21:16 2021,835059,CAR,2,4286,PC12BE494,PTE,VC965
9090,9091,Sat Aug  7 17:00:51 2021,7929218,CAR,2,4087,PC2C1DA2A,PTP,VC965
9091,9092,Thu Aug 12 01:31:25 2021,559578,CAR,2,4901,PCE32D2F9,PTE,VC965
9092,9093,Sun Aug 15 17:37:54 2021,54952,CAR,2,4074,PCCAFD014,PTP,VC965
9093,9094,Mon Aug 16 23:57:21 2021,9711016,CAR,2,4773,PCE62BBA9,PTC,VC965
9094,9095,Thu Aug 12 13:40:40 2021,1766099,CAR,2,4744,PC78EF0B5,PTE,VC965
9095,9096,Fri Jul 30 02:02:31 2021,2884331,CAR,2,4097,PCB1B5BEC,PTP,VC965
9096,9097,Sun Aug  1 19:18:41 2021,8904635,CAR,2,4192,PC74F6341,PTP,VC965
9097,9098,Tue Aug  3 10:35:03 2021,6432412,CAR,2,4707,PC98F856D,PTP,VC965
9098,9099,Wed Aug 18 10:09:06 2021,3958667,CAR,2,4880,PC5A27CDE,PTC,VC965
9099,9100,Sat Aug 21 20:26:28 2021,3282844,TRUCK,4,4935,PC327D635,PTC,VCB43
9100,9101,Sat Aug  7 14:04:17 2021,6164063,VAN,2,4149,PC99F9ABD,PTC,VCD2F
9101,9102,Thu Aug 12 17:04:04 2021,2772651,TRUCK,4,4549,PC2F1A066,PTE,VCB43
9102,9103,Fri Aug  6 10:34:06 2021,8142532,CAR,2,4350,PCEDD7E85,PTP,VC965
9103,9104,Sat Aug  7 05:19:39 2021,762036,CAR,2,4454,PC94C0945,PTC,VC965
9104,9105,Tue Aug 17 03:25:55 2021,5889282,CAR,2,4600,PCB99E8F9,PTP,VC965
9105,9106,Wed Aug 11 06:07:55 2021,1931215,TRUCK,4,4191,PCCC28F87,PTP,VCB43
9106,9107,Sun Aug 22 16:07:39 2021,8099289,TRUCK,4,4139,PC924C594,PTE,VCB43
9107,9108,Sun Aug  8 09:43:00 2021,702359,CAR,2,4382,PCB7341F4,PTE,VC965
9108,9109,Mon Aug  9 16:04:21 2021,8546827,TRUCK,4,4311,PC7F02ED3,PTE,VCB43
9109,9110,Fri Jul 30 02:06:11 2021,1958974,CAR,2,4424,PC51E7EF8,PTE,VC965
9110,9111,Sun Aug 15 01:36:36 2021,6895284,CAR,2,4134,PC767BBB2,PTE,VC965
9111,9112,Tue Aug 17 04:01:19 2021,3570803,VAN,2,4961,PC92C5115,PTP,VCD2F
9112,9113,Mon Aug 16 16:55:56 2021,3017442,CAR,2,4635,PC3C8B99E,PTC,VC965
9113,9114,Thu Jul 29 15:44:32 2021,7597785,TRUCK,4,4097,PCB1B5BEC,PTE,VCB43
9114,9115,Tue Aug  3 08:49:39 2021,7656460,CAR,2,4246,PC95F5F6B,PTC,VC965
9115,9116,Wed Aug  4 19:26:57 2021,7886043,CAR,2,4245,PC6594AD4,PTP,VC965
9116,9117,Fri Aug 13 05:31:21 2021,8927315,CAR,2,4376,PCA283923,PTE,VC965
9117,9118,Wed Aug 11 22:10:15 2021,9006726,TRUCK,4,4553,PC1D57D7F,PTC,VCB43
9118,9119,Wed Aug 11 06:49:17 2021,797136,TRUCK,4,4252,PCA32686D,PTE,VCB43
9119,9120,Mon Aug  2 02:25:33 2021,1537404,CAR,2,4686,PCD6E5E77,PTC,VC965
9120,9121,Sun Aug  1 07:06:09 2021,3216286,CAR,2,4442,PC05C2F86,PTE,VC965
9121,9122,Sun Aug  8 21:21:37 2021,6024875,CAR,2,4679,PC88494D0,PTP,VC965
9122,9123,Tue Aug 10 20:13:43 2021,9903701,CAR,2,4788,PC00AE965,PTP,VC965
9123,9124,Sat Aug 21 20:52:54 2021,1793050,CAR,2,4501,PC5D41947,PTE,VC965
9124,9125,Sat Aug 21 16:28:33 2021,159835,TRUCK,4,4311,PC7F02ED3,PTC,VCB43
9125,9126,Wed Aug 11 07:15:54 2021,2776049,TRUCK,4,4139,PC924C594,PTP,VCB43
9126,9127,Thu Aug  5 06:29:19 2021,9506002,TRUCK,4,4631,PCFFF6463,PTE,VCB43
9127,9128,Fri Jul 30 19:46:59 2021,9479692,CAR,2,4212,PC422A6D1,PTP,VC965
9128,9129,Thu Aug 19 19:26:29 2021,8871199,CAR,2,4191,PCCC28F87,PTE,VC965
